,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,legitimate
3939,0.7920001,0.075,-0.789,0.8050001,4.762683,0
3940,0.485,0.082,-0.478,0.9020001,4.795397,0
3941,0.503,0.096,-0.493,0.892,4.849414,0
3942,0.47,-0.02,-0.47,0.943,4.760643,0
3943,0.361,0.019,-0.361,1.042,4.761839,0
3944,0.442,0.116,-0.427,0.9770001,4.889472,0
3945,0.35,0.038,-0.348,1.031,4.889472,0
3946,0.37,0.062,-0.365,1.021,4.885454,0
3947,0.327,-0.048,-0.324,1.059,4.885454,0
3948,0.292,0.043,-0.289,1.028,4.885454,0
3949,0.284,0.139,-0.248,0.955,4.885454,0
3950,0.202,0.052,-0.195,1.019,4.885454,0
3951,0.219,0.119,-0.184,0.9950001,4.885454,0
3952,0.122,0.047,-0.113,1.044,4.885454,0
3953,0.207,0.16,-0.131,1.01,4.885454,0
3954,0.205,0.172,-0.113,1.015,4.885454,0
3955,0.22,0.167,-0.143,0.966,4.885454,0
3956,0.087,0.061,-0.062,1.005,4.885454,0
3957,0.141,0.019,-0.139,0.965,4.885454,0
3958,0.183,0.063,-0.172,0.988,4.885454,0
3959,0.098,0.087,-0.045,1.021,4.885454,0
3960,0.117,0.089,-0.07600001,1.041,4.885454,0
3961,0.11,0.072,-0.083,0.966,4.885454,0
3962,0.096,0.029,-0.09100001,0.9630001,4.885454,0
3963,0.106,0.025,-0.103,0.923,4.885454,0
3964,0.032,0.013,0.029,0.964,4.885454,0
3965,0.143,-0.101,-0.101,0.8420001,4.885454,0
3966,0.023,0.008,0.021,0.8800001,4.885454,0
3967,0.149,0.137,0.058,0.9480001,4.885454,0
3968,0.072,-0.072,0.001,0.9310001,4.885454,0
3969,0.131,-0.114,0.06500001,0.994,4.885454,0
3970,0.07600001,-0.036,0.066,1.004,4.885454,0
3971,0.074,-0.072,0.018,0.9670001,4.885454,0
3972,0.053,0.038,0.037,1.022,4.885454,0
3973,0.103,-0.01,0.102,1.07,4.885454,0
3974,0.072,-0.06,0.039,1.028,4.885454,0
3975,0.164,0.109,-0.123,1.002,4.885454,0
3976,0.038,-0.011,0.037,1.028,4.885454,0
3977,0.198,0.055,-0.19,0.997,4.885454,0
3978,0.122,0.093,-0.078,1.028,4.885454,0
3979,0.253,0.157,-0.198,1.014,4.885454,0
3980,0.153,-0.029,-0.151,1.012,4.885454,0
3981,0.159,0.049,-0.152,1.015,4.885454,0
3982,0.209,0.067,-0.198,0.9440001,4.885454,0
3983,0.075,0.053,-0.052,0.9,4.885454,0
3984,0.174,0.02,-0.173,0.901,4.885454,0
3985,0.034,-0.003,-0.033,0.9080001,4.885454,0
3986,0.126,0.057,-0.112,0.9120001,4.885454,0
3987,0.085,0.023,-0.082,0.9310001,4.885454,0
3988,0.078,0.07700001,-0.015,0.941,4.885454,0
3989,0.125,0.083,-0.094,0.8800001,4.885454,0
3990,0.035,-0.034,0.011,0.9350001,4.885454,0
3991,0.033,0.033,0.002,0.9440001,4.885454,0
3992,0.061,-0.002,-0.061,0.537,4.885454,0
3993,0.032,0.013,-0.03,0.31,4.885454,0
3994,0.056,0.012,-0.054,0.182,4.885454,0
3995,0.038,-0.037,0.01,0.087,4.885454,0
3996,0.026,-0.026,-0.002,0.014,4.885454,0
3997,0.009000001,0.008,-0.004,-0.01,4.885454,0
3998,0.032,-0.031,-0.007,-0.012,4.885454,0
3999,0.015,0.015,0.002,-0.008,4.885454,0
4000,0.056,-0.039,-0.04,-0.078,4.885454,0
4001,0.031,-0.027,0.017,-0.111,4.885454,0
4002,0.039,-0.01,0.037,-0.117,4.885454,0
4003,0.043,-0.04,0.014,-0.145,4.885454,0
4004,0.026,-0.025,0.009000001,-0.101,4.885454,0
4005,0.044,-0.022,0.038,-0.039,4.885454,0
4006,0.022,0.022,0.004,-0.089,4.885454,0
4007,0.022,-0.01,0.019,-0.07300001,4.885454,0
4008,0.044,-0.014,0.042,-0.085,4.885454,0
4009,0.042,-0.031,0.029,-0.074,4.885454,0
4010,0.028,-0.023,0.016,-0.087,4.885454,0
4011,0.06900001,-0.042,0.054,-0.11,4.885454,0
4012,0.9,0.646,-0.626,0.04,5.513886,0
4013,0.8700001,0.623,-0.6070001,0.032,5.512312,0
4014,0.955,0.717,-0.632,0.035,5.539159,0
4015,0.934,0.688,-0.631,0.012,5.540242,0
4016,0.9440001,0.714,-0.618,0.021,5.555355,0
4017,0.9820001,0.7040001,-0.6850001,0.024,5.532297,0
4018,0.95,0.706,-0.6350001,0.021,5.541555,0
4019,0.966,0.72,-0.6440001,0.012,5.547832,0
4020,0.938,0.693,-0.633,0.026,5.54548,0
4021,0.9310001,0.707,-0.606,0.02,5.560341,0
4022,0.7960001,0.589,-0.536,0.074,5.553302,0
4023,0.941,0.693,-0.638,0.06500001,5.544642,0
4024,0.8290001,0.582,-0.591,0.096,5.522018,0
4025,0.9030001,0.651,-0.625,0.057,5.520123,0
4026,0.8880001,0.674,-0.578,0.032,5.545517,0
4027,0.934,0.776,-0.521,0.113,5.618575,0
4028,1.058,0.851,-0.628,0.058,5.635556,0
4029,0.941,0.738,-0.583,0.081,5.626275,0
4030,0.9300001,0.763,-0.532,0.16,5.648919,0
4031,0.9620001,0.8420001,-0.464,0.203,5.714347,0
4032,1.013,0.839,-0.567,0.177,5.701679,0
4033,1.037,0.905,-0.506,0.185,5.74143,0
4034,0.994,0.854,-0.5100001,0.121,5.743075,0
4035,0.905,0.744,-0.515,0.106,5.711982,0
4036,0.8190001,0.6950001,-0.434,0.097,5.717935,0
4037,0.8280001,0.7220001,-0.405,0.09100001,5.745398,0
4038,0.761,0.62,-0.441,0.056,5.709532,0
4039,0.772,0.5560001,-0.535,-0.009000001,5.617484,0
4040,0.7460001,0.487,-0.565,0.058,5.530801,0
4041,0.839,0.562,-0.623,0.085,5.485101,0
4042,0.928,0.659,-0.6530001,0.07600001,5.494824,0
4043,0.9620001,0.619,-0.7360001,0.129,5.453023,0
4044,1.113,0.777,-0.7970001,0.093,5.47164,0
4045,1.072,0.73,-0.786,0.113,5.466405,0
4046,1.08,0.689,-0.832,0.089,5.434897,0
4047,1.004,0.657,-0.7590001,0.158,5.43083,0
4048,1.053,0.673,-0.809,0.128,5.417941,0
4049,1.042,0.661,-0.8050001,0.101,5.409184,0
4050,1.047,0.7450001,-0.7360001,0.117,5.45707,0
4051,1.039,0.682,-0.784,0.14,5.443426,0
4052,0.9770001,0.7180001,-0.663,0.134,5.489289,0
4053,1.022,0.739,-0.706,0.138,5.506457,0
4054,1.001,0.78,-0.628,0.137,5.555046,0
4055,0.9950001,0.8150001,-0.571,0.126,5.610782,0
4056,0.8050001,0.6440001,-0.484,0.141,5.621846,0
4057,0.821,0.651,-0.5,0.144,5.624994,0
4058,0.9400001,0.79,-0.5100001,0.127,5.676582,0
4059,0.9160001,0.702,-0.588,0.165,5.629632,0
4060,0.936,0.74,-0.573,0.116,5.627036,0
4061,0.992,0.765,-0.632,0.122,5.608592,0
4062,0.923,0.694,-0.608,0.119,5.58873,0
4063,1.053,0.767,-0.721,0.11,5.557412,0
4064,1.033,0.762,-0.697,0.071,5.549993,0
4065,1.001,0.728,-0.686,0.057,5.538959,0
4066,0.766,0.537,-0.546,0.068,5.521722,0
4067,0.6390001,0.403,-0.496,0.037,5.475193,0
4068,0.379,-0.007,-0.379,0.078,5.475193,0
4069,0.525,-0.369,-0.374,0.071,4.917251,0
4070,0.8750001,-0.8280001,-0.282,0.057,3.818094,0
4071,1.089,-1.049,-0.293,0.082,3.561844,0
4072,1.203,-1.17,-0.283,0.07300001,3.461266,0
4073,1.243,-1.186,-0.374,0.116,3.454034,0
4074,1.279,-1.198,-0.448,0.09100001,3.477539,0
4075,1.141,-1.115,-0.242,0.177,3.428345,0
4076,1.154,-1.084,-0.394,0.222,3.459631,0
4077,1.153,-1.059,-0.456,0.197,3.503922,0
4078,1.145,-1.084,-0.369,0.09900001,3.48617,0
4079,1.077,-0.998,-0.406,0.011,3.502302,0
4080,1.001,-0.92,-0.394,-0.047,3.518192,0
4081,0.9260001,-0.8650001,-0.331,-0.046,3.512929,0
4082,0.84,-0.812,-0.212,0.051,3.447058,0
4083,0.813,-0.802,-0.134,0.031,3.377069,0
4084,0.84,-0.8330001,-0.105,0.031,3.319452,0
4085,0.864,-0.8610001,-0.06900001,0.097,3.268528,0
4086,0.802,-0.802,0.002,0.098,3.207738,0
4087,0.858,-0.8560001,-0.057,0.09100001,3.208158,0
4088,0.845,-0.845,-0.039,0.097,3.198135,0
4089,0.934,-0.934,0.034,0.087,3.143426,0
4090,1.059,-1.059,0.026,0.066,3.128504,0
4091,1.025,-1.023,0.056,0.123,3.108651,0
4092,1.094,-1.093,0.05,0.044,3.10188,0
4093,1.089,-1.08,0.145,0.087,3.054802,0
4094,1.106,-1.101,0.106,0.055,3.050142,0
4095,1.046,-1.041,0.097,0.102,3.049408,0
4096,1.036,-1.027,0.136,0.06900001,3.0297,0
4097,1.044,-1.039,0.102,0.044,3.036606,0
4098,0.9760001,-0.97,0.109,0.07300001,3.033245,0
4099,0.998,-0.9950001,0.067,0.074,3.055247,0
4100,0.966,-0.965,0.043,0.029,3.075037,0
4101,1.068,-1.065,0.081,0.006,3.069774,0
4102,0.975,-0.969,0.109,-0.015,3.051508,0
4103,0.938,-0.933,0.09200001,0.006,3.047796,0
4104,0.95,-0.9490001,0.026,-0.063,3.080314,0
4105,0.8700001,-0.868,0.055,0.001,3.079561,0
4106,0.9900001,-0.9860001,0.09200001,0.005,3.061931,0
4107,0.966,-0.965,0.041,0.07700001,3.080304,0
4108,1.057,-1.056,0.052,0.035,3.086995,0
4109,1.095,-1.094,-0.045,0.009000001,3.135118,0
4110,1.053,-1.053,0.004,-0.011,3.13655,0
4111,1.028,-1.028,-0.002,0.021,3.13972,0
4112,1.141,-1.14,0.037,-0.022,3.122411,0
4113,1.125,-1.119,0.113,-0.014,3.081891,0
4114,1.135,-1.128,0.128,-0.028,3.054818,0
4115,0.987,-0.9860001,0.056,0.055,3.065439,0
4116,1.001,-0.9850001,0.175,0.09200001,3.01588,0
4117,0.936,-0.934,0.06500001,0.122,3.041028,0
4118,1.042,-1.039,-0.074,0.034,3.142059,0
4119,0.826,-0.822,0.081,0.101,3.103247,0
4120,0.95,-0.9350001,-0.168,-0.003,3.220447,0
4121,0.8150001,-0.8050001,0.129,0.063,3.114856,0
4122,0.7820001,-0.7820001,0.027,0.093,3.110996,0
4123,0.886,-0.886,-0.011,0.034,3.134562,0
4124,0.835,-0.832,-0.074,0.086,3.179401,0
4125,0.946,-0.9440001,0.058,0.133,3.122813,0
4126,0.933,-0.928,0.093,0.16,3.086331,0
4127,1.035,-1.033,0.063,0.181,3.083192,0
4128,1.213,-1.212,-0.045,0.134,3.139691,0
4129,1.12,-1.117,0.082,0.121,3.106804,0
4130,1.234,-1.232,-0.061,0.072,3.153294,0
4131,1.186,-1.181,-0.105,0.026,3.193237,0
4132,1.221,-1.214,-0.131,-0.032,3.221477,0
4133,1.204,-1.201,-0.075,-0.058,3.212896,0
4134,1.086,-1.077,-0.135,-0.071,3.236518,0
4135,1.045,-1.027,-0.19,-0.009000001,3.280109,0
4136,1.052,-1.031,-0.207,-0.096,3.309966,0
4137,0.984,-0.984,0.024,-0.004,3.213213,0
4138,0.988,-0.984,-0.09100001,-0.07700001,3.222959,0
4139,1.008,-0.997,0.154,-0.079,3.091496,0
4140,0.946,-0.928,0.181,-0.054,3.030109,0
4141,0.932,-0.924,0.122,-0.09,3.020449,0
4142,0.897,-0.844,0.306,0.024,2.905407,0
4143,0.932,-0.9160001,0.174,-0.021,2.924725,0
4144,0.9400001,-0.934,0.106,0.003,2.978003,0
4145,0.9590001,-0.9590001,0.039,0.025,3.050427,0
4146,0.979,-0.978,0.047,0.07700001,3.072335,0
4147,1.054,-1.052,-0.06,-0.02,3.139796,0
4148,0.9850001,-0.9820001,-0.068,0.013,3.170536,0
4149,1.058,-1.057,-0.034,0.035,3.17229,0
4150,1.184,-1.182,-0.06500001,0.021,3.185493,0
4151,1.191,-1.189,-0.078,0.01,3.197906,0
4152,1.167,-1.166,-0.048,0.035,3.190589,0
4153,1.212,-1.211,-0.05,0.034,3.18675,0
4154,1.162,-1.162,-0.02,0.071,3.173134,0
4155,1.233,-1.233,0.018,0.011,3.148237,0
4156,1.139,-1.137,-0.059,-0.07,3.16938,0
4157,1.086,-1.085,0.053,-0.021,3.132303,0
4158,1.06,-1.058,0.048,-0.044,3.115777,0
4159,0.994,-0.9910001,0.085,-0.011,3.087082,0
4160,0.9310001,-0.9160001,-0.167,-0.074,3.191843,0
4161,0.891,-0.891,0.006,-0.002,3.162566,0
4162,0.877,-0.868,-0.126,-0.035,3.22259,0
4163,0.9120001,-0.9080001,-0.093,-0.027,3.233651,0
4164,0.904,-0.899,-0.09200001,-0.045,3.238702,0
4165,0.876,-0.872,-0.09100001,-0.047,3.241964,0
4166,0.993,-0.993,0.005,-0.012,3.180982,0
4167,1.06,-1.057,0.07600001,0.004,3.120948,0
4168,1.09,-1.081,0.138,0.001,3.065687,0
4169,1.002,-0.997,0.098,-0.03,3.055345,0
4170,1.055,-1.04,0.175,0.016,3.01293,0
4171,0.9260001,-0.919,0.112,-0.047,3.016201,0
4172,0.9260001,-0.9030001,0.208,-0.036,2.964433,0
4173,0.851,-0.845,0.09900001,0.025,2.991086,0
4174,0.882,-0.8750001,0.118,0.024,2.999872,0
4175,0.9210001,-0.919,0.06,0.013,3.038962,0
4176,0.872,-0.8700001,-0.048,0.008,3.109915,0
4177,0.9760001,-0.9760001,-0.019,0.054,3.138395,0
4178,0.957,-0.952,-0.094,0.07700001,3.186756,0
4179,0.924,-0.918,-0.1,0.05,3.21698,0
4180,0.827,-0.825,0.056,0.086,3.150906,0
4181,0.753,-0.6720001,0.342,0.138,2.907514,0
4182,0.8150001,-0.439,0.686,0.128,2.508911,0
4183,0.8100001,-0.191,0.7870001,0.139,2.203952,0
4184,0.9680001,-0.06,0.966,0.106,1.887878,0
4185,1.061,0.041,1.06,0.116,1.70041,0
4186,1.19,-0.008,1.19,0.015,1.624605,0
4187,1.117,-0.002,1.117,0.093,1.600463,0
4188,1.245,-0.049,1.244,0.083,1.605744,0
4189,1.32,-0.038,1.32,0.101,1.602627,0
4190,1.297,-0.106,1.293,0.042,1.627667,0
4191,1.267,-0.062,1.266,0.064,1.623522,0
4192,1.082,-0.06500001,1.08,0.086,1.626674,0
4193,1.058,-0.072,1.055,0.035,1.6324,0
4194,0.943,-0.052,0.941,0.078,1.629731,0
4195,0.862,-0.108,0.8560001,0.054,1.660399,0
4196,0.952,-0.236,0.923,0.029,1.750236,0
4197,0.794,-0.09900001,0.788,0.113,1.728139,0
4198,0.772,-0.07700001,0.768,0.054,1.700714,0
4199,0.723,0.0,0.723,0.134,1.641278,0
4200,0.776,-0.103,0.7690001,0.035,1.675017,0
4201,0.753,0.016,0.753,0.062,1.614201,0
4202,0.825,-0.021,0.825,0.059,1.604332,0
4203,0.897,-0.002,0.897,0.024,1.587561,0
4204,0.924,-0.066,0.9220001,0.087,1.616291,0
4205,0.983,-0.07300001,0.98,0.051,1.631654,0
4206,0.978,-0.017,0.9770001,0.107,1.611135,0
4207,1.009,-0.09500001,1.005,0.112,1.638862,0
4208,1.1,-0.1,1.095,0.06500001,1.650875,0
4209,1.103,-0.112,1.097,0.07600001,1.661811,0
4210,1.079,-0.161,1.067,0.04,1.690997,0
4211,1.07,-0.033,1.069,0.101,1.647582,0
4212,1.028,-0.056,1.026,0.078,1.637062,0
4213,1.062,-0.162,1.05,0.053,1.682763,0
4214,1.018,-0.085,1.015,0.087,1.668982,0
4215,1.076,-0.22,1.054,0.061,1.726254,0
4216,1.08,-0.226,1.056,0.049,1.754095,0
4217,1.137,-0.262,1.106,0.038,1.779963,0
4218,1.012,-0.218,0.988,0.08800001,1.78365,0
4219,1.128,-0.302,1.087,0.072,1.815364,0
4220,1.005,-0.323,0.952,0.06,1.852417,0
4221,1.056,-0.336,1.002,0.08400001,1.874791,0
4222,0.9680001,-0.339,0.9070001,0.046,1.899723,0
4223,0.9900001,-0.307,0.941,0.09200001,1.892952,0
4224,1.005,-0.341,0.9450001,0.047,1.905066,0
4225,0.873,-0.202,0.849,0.1,1.862992,0
4226,0.868,-0.231,0.837,0.096,1.851514,0
4227,0.826,-0.171,0.808,0.093,1.81591,0
4228,0.694,-0.08400001,0.689,0.087,1.765246,0
4229,0.812,-0.067,0.8100001,0.072,1.701354,0
4230,0.8060001,0.056,0.804,0.114,1.604573,0
4231,0.8200001,0.09500001,0.8150001,0.128,1.528483,0
4232,0.8470001,0.06500001,0.844,0.09500001,1.510356,0
4233,0.8430001,0.21,0.817,0.145,1.414903,0
4234,0.974,0.106,0.9680001,0.06,1.441506,0
4235,0.928,0.115,0.9210001,0.086,1.444108,0
4236,0.955,0.134,0.9450001,0.082,1.436616,0
4237,0.9540001,0.029,0.9530001,-0.024,1.491613,0
4238,0.9850001,0.051,0.983,0.04,1.504923,0
4239,1.041,-0.036,1.041,0.033,1.559954,0
4240,1.132,-0.195,1.116,-0.017,1.659684,0
4241,1.096,-0.141,1.087,0.052,1.679215,0
4242,1.131,-0.211,1.112,0.048,1.720546,0
4243,1.193,-0.306,1.153,-0.025,1.779019,0
4244,1.118,-0.194,1.101,0.08400001,1.76335,0
4245,1.164,-0.337,1.114,0.044,1.817248,0
4246,1.084,-0.239,1.058,0.045,1.806592,0
4247,1.055,-0.295,1.013,0.059,1.829826,0
4248,1.046,-0.278,1.008,0.09500001,1.83485,0
4249,1.022,-0.204,1.001,0.083,1.804608,0
4250,0.974,-0.22,0.9490001,0.115,1.801827,0
4251,0.881,-0.169,0.8650001,0.199,1.785098,0
4252,1.037,-0.265,1.003,0.031,1.810987,0
4253,0.897,-0.104,0.891,0.026,1.75862,0
4254,0.854,-0.064,0.851,0.106,1.705937,0
4255,0.896,-0.085,0.892,0.02,1.684785,0
4256,0.814,0.02,0.813,0.049,1.623047,0
4257,0.848,0.024,0.8470001,0.06500001,1.581295,0
4258,0.9020001,-0.09100001,0.897,0.027,1.630371,0
4259,0.864,0.082,0.86,0.068,1.558335,0
4260,0.8850001,0.104,0.8790001,0.08400001,1.50436,0
4261,0.9220001,0.068,0.919,0.066,1.500457,0
4262,0.974,0.104,0.969,0.06900001,1.481582,0
4263,1.007,0.096,1.002,0.093,1.478524,0
4264,1.054,0.075,1.051,0.081,1.489841,0
4265,1.154,0.031,1.154,0.06500001,1.519434,0
4266,1.099,0.043,1.098,0.086,1.525292,0
4267,1.067,-0.061,1.065,0.09,1.575537,0
4268,1.084,-0.033,1.084,0.046,1.588754,0
4269,1.073,-0.087,1.07,0.06900001,1.620438,0
4270,1.045,-0.072,1.042,0.08800001,1.629798,0
4271,1.087,-0.185,1.072,0.026,1.68901,0
4272,1.061,-0.204,1.041,0.021,1.725945,0
4273,1.03,-0.165,1.017,0.072,1.728885,0
4274,1.029,-0.285,0.989,-0.032,1.791406,0
4275,0.637,0.02,0.636,0.111,1.726643,0
4276,0.67,0.137,0.655,-0.042,1.543647,0
4277,0.678,0.627,0.258,0.039,0.8774704,0
4278,0.9110001,0.899,0.151,0.048,0.4259284,0
4279,1.036,1.036,0.003,0.047,0.1783946,0
4280,1.118,1.116,-0.066,0.085,0.05277352,0
4281,1.133,1.133,0.013,0.07700001,0.0342383,0
4282,1.174,1.167,-0.128,0.081,6.240458,0
4283,1.207,1.202,-0.11,0.106,6.213194,0
4284,1.367,1.364,-0.079,0.113,6.219813,0
4285,1.325,1.32,-0.117,0.1,6.207344,0
4286,1.432,1.432,0.004,0.08000001,6.250332,0
4287,1.325,1.322,0.081,0.113,0.0108659,0
4288,1.453,1.451,0.063,0.122,0.02870351,0
4289,1.236,1.223,0.175,0.041,0.07529106,0
4290,1.27,1.259,0.169,0.06500001,0.1052774,0
4291,1.226,1.216,0.151,0.048,0.1142599,0
4292,1.103,1.088,0.186,0.017,0.1392096,0
4293,1.122,1.101,0.215,0.0,0.16637,0
4294,1.051,1.031,0.207,0.046,0.1810683,0
4295,0.9620001,0.92,0.28,0.046,0.2316829,0
4296,0.9620001,0.92,0.281,0.059,0.2633739,0
4297,0.9670001,0.919,0.3,0.093,0.2854159,0
4298,0.964,0.8880001,0.374,0.009000001,0.3390665,0
4299,0.878,0.845,0.24,0.046,0.3096841,0
4300,0.9080001,0.8570001,0.3,0.042,0.3235917,0
4301,0.886,0.867,0.183,0.064,0.2642732,0
4302,0.919,0.905,0.163,0.05,0.2190509,0
4303,0.86,0.8560001,0.08400001,0.028,0.1606663,0
4304,0.873,0.8710001,0.046,0.008,0.1053306,0
4305,0.8560001,0.8560001,0.008,0.032,0.05740929,0
4306,0.946,0.9450001,-0.032,0.042,0.006553537,0
4307,0.8800001,0.8790001,0.046,0.017,0.02691681,0
4308,0.858,0.858,-0.019,0.047,0.007742629,0
4309,0.896,0.896,0.011,0.02,0.009906838,0
4310,0.877,0.8750001,0.059,0.022,0.04112083,0
4311,0.897,0.892,0.097,0.009000001,0.07010394,0
4312,0.9350001,0.932,0.074,-0.024,0.07478823,0
4313,0.9590001,0.951,0.122,-0.044,0.1046749,0
4314,0.906,0.9020001,0.087,-0.016,0.1003618,0
4315,0.961,0.9480001,0.155,-0.064,0.1323972,0
4316,0.919,0.91,0.126,-0.051,0.1350902,0
4317,0.9260001,0.914,0.149,-0.055,0.1483102,0
4318,0.876,0.869,0.11,-0.045,0.1375456,0
4319,0.9850001,0.9760001,0.137,-0.064,0.1389062,0
4320,0.8980001,0.8890001,0.13,-0.05,0.1420054,0
4321,0.924,0.915,0.126,-0.029,0.1394734,0
4322,0.932,0.928,0.083,-0.019,0.1136382,0
4323,0.896,0.89,0.104,-0.032,0.1147289,0
4324,0.876,0.873,0.07300001,-0.014,0.0989434,0
4325,0.86,0.85,0.134,-0.05,0.1261095,0
4326,0.942,0.9390001,0.081,-0.05,0.1034565,0
4327,0.905,0.9,0.1,-0.048,0.1070173,0
4328,0.882,0.8800001,0.064,-0.041,0.09003368,0
4329,0.951,0.942,0.134,0.013,0.1170763,0
4330,0.927,0.92,0.121,-0.013,0.1236904,0
4331,0.98,0.97,0.143,0.029,0.1355864,0
4332,0.918,0.901,0.176,0.056,0.1618763,0
4333,0.979,0.969,0.143,-0.003,0.1535378,0
4334,1.065,1.057,0.131,0.036,0.1353042,0
4335,0.946,0.942,0.08800001,-0.068,0.1168482,0
4336,1.025,1.018,0.119,-0.053,0.1165864,0
4337,0.956,0.955,0.037,-0.035,0.08020276,0
4338,0.9310001,0.9250001,0.11,-0.042,0.09887115,0
4339,0.9030001,0.901,0.046,-0.057,0.07529403,0
4340,0.8470001,0.845,0.06500001,-0.03,0.07619724,0
4341,0.9860001,0.9860001,-0.006,-0.042,0.02853508,0
4342,0.9310001,0.924,0.119,-0.087,0.07444126,0
4343,0.766,0.758,0.113,-0.094,0.0996939,0
4344,0.9020001,0.89,0.15,-0.051,0.1383325,0
4345,0.835,0.825,0.132,-0.03,0.1481647,0
4346,1.018,1.012,0.107,0.006,0.1218543,0
4347,1.072,1.065,0.123,-0.041,0.1181885,0
4348,1.039,1.033,0.112,0.009000001,0.1134042,0
4349,1.069,1.057,0.161,-0.01,0.132612,0
4350,1.006,0.998,0.127,-0.005,0.1298651,0
4351,1.063,1.055,0.122,0.046,0.1221011,0
4352,1.058,1.055,0.071,0.039,0.0940427,0
4353,1.077,1.075,0.064,0.0,0.07651837,0
4354,1.001,1.0,-0.02,0.029,0.03070191,0
4355,1.022,1.022,-0.015,-0.022,0.007558846,0
4356,1.065,1.06,-0.105,-0.014,6.234652,0
4357,1.037,1.037,-0.009000001,-0.052,6.253975,0
4358,1.013,1.012,0.051,-0.056,0.01097271,0
4359,1.055,1.055,-0.002,-0.029,0.004228409,0
4360,0.952,0.9490001,0.067,-0.106,0.0330979,0
4361,1.059,1.058,0.05,-0.078,0.04076391,0
4362,1.005,1.002,0.078,-0.071,0.05791264,0
4363,1.023,1.01,0.162,-0.053,0.1071725,0
4364,1.144,1.138,0.109,-0.081,0.1004163,0
4365,1.106,1.101,0.112,-0.109,0.1007149,0
4366,1.018,0.988,0.246,-0.08800001,0.1696556,0
4367,0.85,0.846,0.08800001,-0.026,0.1407861,0
4368,0.779,0.768,0.126,-0.054,0.1507149,0
4369,0.59,0.55,-0.215,0.043,6.221402,0
4370,0.729,0.475,-0.552,-0.037,5.786171,0
4371,0.8330001,0.277,-0.786,-0.023,5.415135,0
4372,1.039,0.163,-1.027,0.004,5.081993,0
4373,1.02,0.126,-1.012,0.029,4.960583,0
4374,1.127,0.043,-1.126,0.012,4.846687,0
4375,1.177,-0.012,-1.177,-0.055,4.769761,0
4376,1.21,-0.02,-1.21,-0.074,4.731312,0
4377,1.342,0.154,-1.333,-0.078,4.784072,0
4378,1.279,0.149,-1.27,0.034,4.804262,0
4379,1.486,0.134,-1.48,0.007,4.803256,0
4380,1.269,0.213,-1.251,0.054,4.835108,0
4381,1.352,0.28,-1.323,0.039,4.87963,0
4382,1.241,0.192,-1.226,0.071,4.873462,0
4383,1.153,0.172,-1.14,0.051,4.867908,0
4384,1.149,0.236,-1.125,0.035,4.893833,0
4385,1.088,0.183,-1.072,0.027,4.888041,0
4386,1.024,0.176,-1.009,0.047,4.88654,0
4387,1.008,0.112,-1.001,0.013,4.855044,0
4388,0.975,0.107,-0.969,0.0,4.839504,0
4389,0.9400001,0.105,-0.934,-0.013,4.832316,0
4390,0.937,0.133,-0.927,-0.02,4.843853,0
4391,0.918,0.079,-0.914,0.005,4.821955,0
4392,0.872,0.06900001,-0.8700001,0.011,4.807373,0
4393,0.8750001,0.032,-0.8750001,0.014,4.778131,0
4394,0.8420001,0.004,-0.8420001,0.015,4.74892,0
4395,0.904,0.022,-0.904,-0.038,4.742402,0
4396,0.9080001,0.006,-0.9080001,-0.042,4.730721,0
4397,0.877,0.003,-0.877,-0.006,4.723656,0
4398,0.881,-0.011,-0.881,0.019,4.711422,0
4399,0.8340001,0.011,-0.8340001,0.01,4.718203,0
4400,0.813,-0.044,-0.812,0.039,4.688543,0
4401,0.92,-0.002,-0.92,0.031,4.700862,0
4402,0.8940001,0.036,-0.8930001,0.005,4.726506,0
4403,0.8880001,0.015,-0.8880001,0.051,4.728141,0
4404,0.9670001,0.008,-0.9670001,0.015,4.724298,0
4405,0.9900001,0.046,-0.989,-0.005,4.742008,0
4406,0.989,0.018,-0.988,-0.027,4.736495,0
4407,0.9680001,0.019,-0.9680001,0.007,4.734159,0
4408,1.005,0.097,-1.0,-0.012,4.772651,0
4409,0.951,0.066,-0.9490001,-0.036,4.777048,0
4410,0.993,0.118,-0.9860001,-0.015,4.805099,0
4411,0.966,0.182,-0.9490001,-0.053,4.848639,0
4412,0.938,0.167,-0.923,-0.046,4.870312,0
4413,0.97,0.139,-0.96,-0.014,4.862954,0
4414,0.9350001,0.129,-0.9260001,-0.035,4.85605,0
4415,0.9710001,0.153,-0.9580001,0.012,4.863636,0
4416,0.927,0.09,-0.9220001,-0.017,4.83781,0
4417,1.006,0.032,-1.006,-0.035,4.787841,0
4418,1.07,0.049,-1.069,-0.055,4.772034,0
4419,0.946,-0.015,-0.946,-0.039,4.74032,0
4420,1.02,0.004,-1.02,-0.011,4.72717,0
4421,0.9850001,0.035,-0.9850001,0.022,4.737022,0
4422,0.993,-0.007,-0.993,-0.012,4.720628,0
4423,1.007,0.066,-1.004,0.026,4.749396,0
4424,1.048,0.043,-1.047,-0.02,4.751434,0
4425,1.026,0.112,-1.02,0.002,4.788074,0
4426,1.008,0.031,-1.008,-0.006,4.766754,0
4427,1.041,0.011,-1.041,-0.06900001,4.744921,0
4428,1.006,-0.008,-1.006,-0.059,4.726906,0
